,year,conf_level,Intersection
7146,2020,high,No intersection
7147,2021,high,No intersection
7148,2023,high,No intersection
7149,2023,high,No intersection
7150,2023,high,No intersection
7151,2024,high,No intersection
7152,2024,high,No intersection
7153,2024,low,No intersection
7154,2024,high,No intersection
7155,2021,high,No intersection
7156,2021,high,No intersection
7157,2021,high,No intersection
7158,2021,high,No intersection
7159,2022,high,No intersection
7160,2024,high,No intersection
7161,2024,high,No intersection
7162,2024,high,No intersection
7163,2023,high,No intersection
7164,2023,high,No intersection
7165,2023,high,No intersection
7166,2020,high,No intersection
7167,2020,high,No intersection
7168,2020,high,No intersection
7169,2020,high,No intersection
7170,2024,high,No intersection
7171,2020,high,No intersection
7172,2020,high,No intersection
7173,2020,high,No intersection
7174,2020,high,No intersection
7175,2020,high,No intersection
7176,2021,high,No intersection
7177,2021,high,No intersection
7178,2021,high,No intersection
7179,2021,high,No intersection
7180,2023,high,No intersection
7181,2023,high,No intersection
7182,2023,high,No intersection
7183,2024,high,No intersection
7184,2024,high,No intersection
7185,2024,high,No intersection
7186,2021,high,No intersection
7187,2021,high,No intersection
7188,2021,high,No intersection
7189,2021,high,No intersection
7190,2023,high,No intersection
7191,2021,high,No intersection
7192,2023,high,No intersection
7193,2022,high,No intersection
7194,2024,high,No intersection
7195,2024,high,No intersection
7196,2023,high,No intersection
7197,2023,high,No intersection
7198,2023,high,No intersection
7199,2020,high,No intersection
7200,2020,high,No intersection
7201,2022,high,No intersection
7202,2022,high,No intersection
7203,2020,high,No intersection
7204,2020,high,No intersection
7205,2020,high,No intersection
7206,2020,high,No intersection
7207,2021,high,No intersection
7208,2021,high,No intersection
7209,2021,high,No intersection
7210,2021,high,No intersection
7211,2021,high,No intersection
7212,2021,high,No intersection
7213,2022,high,No intersection
7214,2023,high,No intersection
7215,2023,high,No intersection
7216,2023,high,No intersection
7217,2023,high,No intersection
7218,2023,high,No intersection
7219,2024,high,No intersection
7220,2024,high,No intersection
7221,2024,high,No intersection
7222,2021,high,No intersection
7223,2021,high,No intersection
7224,2021,high,No intersection
7225,2024,high,No intersection
7226,2023,high,No intersection
7227,2021,high,No intersection
7228,2023,high,No intersection
7229,2024,high,No intersection
7230,2024,high,No intersection
7231,2023,high,No intersection
7232,2023,high,No intersection
7233,2023,high,No intersection
7234,2020,high,No intersection
7235,2020,high,No intersection
7236,2020,high,No intersection
7237,2020,high,No intersection
7238,2021,high,No intersection
7239,2021,high,No intersection
7240,2021,high,No intersection
7241,2021,high,No intersection
7242,2021,high,No intersection
7243,2021,high,No intersection
7244,2021,high,No intersection
7245,2023,high,No intersection
7246,2023,high,No intersection
7247,2023,high,No intersection
7248,2023,high,No intersection
7249,2023,high,No intersection
7250,2024,high,No intersection
7251,2024,high,No intersection
7252,2021,high,No intersection
7253,2021,high,No intersection
7254,2021,high,No intersection
7255,2021,high,No intersection
7256,2022,high,No intersection
7257,2023,high,No intersection
7258,2023,high,No intersection
7259,2022,high,No intersection
7260,2024,low,No intersection
7261,2024,high,No intersection
7262,2024,high,No intersection
7263,2023,high,No intersection
7264,2023,high,No intersection
7265,2023,high,No intersection
7266,2020,high,No intersection
7267,2020,high,No intersection
7268,2021,high,No intersection
7269,2020,high,No intersection
7270,2020,high,No intersection
7271,2020,high,No intersection
7272,2021,high,No intersection
7273,2021,high,No intersection
7274,2021,high,No intersection
7275,2021,high,No intersection
7276,2021,high,No intersection
7277,2021,high,No intersection
7278,2021,high,No intersection
7279,2023,high,No intersection
7280,2023,high,No intersection
7281,2023,high,No intersection
7282,2023,high,No intersection
7283,2023,high,No intersection
7284,2023,high,No intersection
7285,2024,high,No intersection
7286,2024,high,No intersection
7287,2021,high,No intersection
7288,2021,high,No intersection
7289,2022,high,No intersection
7290,2021,high,No intersection
7291,2021,high,No intersection
7292,2021,high,No intersection
7293,2022,high,No intersection
7294,2022,high,No intersection
7295,2022,high,No intersection
7296,2024,high,No intersection
7297,2024,high,No intersection
7298,2024,high,No intersection
7299,2023,high,No intersection
7300,2023,high,No intersection
7301,2023,high,No intersection
7302,2023,high,No intersection
7303,2020,high,No intersection
7304,2020,high,No intersection
7305,2020,high,No intersection
7306,2020,high,No intersection
7307,2020,high,No intersection
7308,2020,high,No intersection
7309,2021,high,No intersection
7310,2020,high,No intersection
7311,2020,high,No intersection
7312,2020,high,No intersection
7313,2021,high,No intersection
7314,2021,high,No intersection
7315,2021,high,No intersection
7316,2021,high,No intersection
7317,2021,high,No intersection
7318,2021,high,No intersection
7319,2021,high,No intersection
7320,2022,high,No intersection
7321,2022,high,No intersection
7322,2023,high,No intersection
7323,2023,high,No intersection
7324,2023,high,No intersection
7325,2023,high,No intersection
7326,2023,high,No intersection
7327,2024,high,No intersection
7328,2024,high,No intersection
7329,2024,high,No intersection
7330,2024,high,No intersection
7331,2024,high,No intersection
7332,2022,high,No intersection
7333,2021,high,No intersection
7334,2021,high,No intersection
7335,2022,high,No intersection
7336,2024,high,No intersection
7337,2024,high,No intersection
7338,2023,high,No intersection
7339,2023,high,No intersection
7340,2024,low,No intersection
7341,2020,high,No intersection
7342,2020,high,No intersection
7343,2020,high,No intersection
7344,2021,high,No intersection
7345,2021,high,No intersection
7346,2021,high,No intersection
7347,2021,high,No intersection
7348,2021,high,No intersection
7349,2021,high,No intersection
7350,2021,high,No intersection
7351,2022,high,No intersection
7352,2023,high,No intersection
7353,2024,high,No intersection
7354,2024,high,No intersection
7355,2024,high,No intersection
7356,2023,high,No intersection
7357,2023,high,No intersection
7358,2023,high,No intersection
7359,2020,high,No intersection
7360,2020,high,No intersection
7361,2020,high,No intersection
7362,2020,high,No intersection
7363,2021,high,No intersection
7364,2021,high,No intersection
7365,2021,high,No intersection
7366,2021,high,No intersection
7367,2021,high,No intersection
7368,2021,high,No intersection
7369,2021,high,No intersection
7370,2022,high,No intersection
7371,2022,high,No intersection
7372,2022,high,No intersection
7373,2023,high,No intersection
7374,2024,low,No intersection
7375,2020,high,No intersection
7376,2020,high,No intersection
7377,2020,high,No intersection
7378,2020,high,No intersection
7379,2020,high,No intersection
7380,2021,high,No intersection
7381,2021,high,No intersection
7382,2021,high,No intersection
7383,2021,high,No intersection
7384,2021,high,No intersection
7385,2021,high,No intersection
7386,2021,high,No intersection
7387,2021,high,No intersection
7388,2022,high,No intersection
7389,2022,high,No intersection
7390,2022,high,No intersection
7391,2022,high,No intersection
7392,2022,high,No intersection
7393,2020,high,No intersection
7394,2020,high,No intersection
7395,2020,high,No intersection
7396,2020,high,No intersection
7397,2021,high,No intersection
7398,2021,high,No intersection
7399,2021,high,No intersection
7400,2021,high,No intersection
7401,2021,high,No intersection
7402,2021,high,No intersection
7403,2021,high,No intersection
7404,2021,high,No intersection
7405,2023,high,No intersection
7406,2022,high,No intersection
7407,2022,high,No intersection
7408,2022,high,No intersection
7409,2020,high,No intersection
7410,2020,high,No intersection
7411,2020,high,No intersection
7412,2020,high,No intersection
7413,2021,high,No intersection
7414,2021,high,No intersection
7415,2021,high,No intersection
7416,2021,high,No intersection
7417,2021,high,No intersection
7418,2021,high,No intersection
7419,2021,high,No intersection
7420,2021,high,No intersection
7421,2023,high,No intersection
7422,2023,high,No intersection
7423,2023,high,No intersection
7424,2022,high,No intersection
7425,2022,high,No intersection
7426,2022,high,No intersection
7427,2020,high,No intersection
7428,2020,high,No intersection
7429,2020,high,No intersection
7430,2020,high,No intersection
7431,2021,high,No intersection
7432,2021,high,No intersection
7433,2021,high,No intersection
7434,2021,high,No intersection
7435,2021,high,No intersection
7436,2021,high,No intersection
7437,2021,high,No intersection
7438,2021,high,No intersection
7439,2021,high,No intersection
7440,2024,low,No intersection
7441,2024,low,No intersection
7442,2022,high,No intersection
7443,2022,high,No intersection
7444,2020,high,No intersection
7445,2020,high,No intersection
7446,2020,high,No intersection
7447,2020,high,No intersection
7448,2021,high,No intersection
7449,2021,high,No intersection
7450,2021,high,No intersection
7451,2021,high,No intersection
7452,2021,high,No intersection
7453,2021,high,No intersection
7454,2021,high,No intersection
7455,2021,high,No intersection
7456,2022,low,No intersection
7457,2024,low,No intersection
7458,2024,low,No intersection
7459,2020,high,No intersection
7460,2020,high,No intersection
7461,2020,high,No intersection
7462,2020,high,No intersection
7463,2020,high,No intersection
7464,2021,high,No intersection
7465,2021,high,No intersection
7466,2021,high,No intersection
7467,2021,high,No intersection
7468,2021,high,No intersection
7469,2021,high,No intersection
7470,2021,high,No intersection
7471,2021,high,No intersection
7472,2021,low,No intersection
7473,2024,low,No intersection
7474,2021,low,No intersection
7475,2021,low,No intersection
7476,2024,low,No intersection
7477,2020,high,No intersection
7478,2020,high,No intersection
7479,2020,high,No intersection
7480,2020,high,No intersection
7481,2021,high,No intersection
7482,2021,high,No intersection
7483,2021,high,No intersection
7484,2021,high,No intersection
7485,2021,high,No intersection
7486,2021,high,No intersection
7487,2021,high,No intersection
7488,2021,high,No intersection
7489,2021,high,No intersection
7490,2021,high,No intersection
7491,2021,high,No intersection
7492,2021,high,No intersection
7493,2021,high,No intersection
7494,2021,high,No intersection
7495,2024,high,No intersection
7496,2024,high,No intersection
7497,2024,low,No intersection
7498,2022,high,No intersection
7499,2021,high,No intersection
7500,2021,high,No intersection
7501,2021,high,No intersection
7502,2021,high,No intersection
7503,2022,high,No intersection
7504,2024,high,No intersection
7505,2024,high,No intersection
7506,2024,high,No intersection
7507,2023,high,No intersection
7508,2021,high,No intersection
7509,2023,high,No intersection
7510,2024,high,No intersection
7511,2024,low,No intersection
7512,2023,high,No intersection
7513,2023,high,No intersection
7514,2023,high,No intersection
7515,2021,high,No intersection
7516,2021,high,No intersection
7517,2021,high,No intersection
7518,2024,high,No intersection
7519,2021,high,No intersection
7520,2023,high,No intersection
7521,2023,high,No intersection
7522,2021,high,No intersection
7523,2024,high,No intersection
7524,2024,high,No intersection
